Timestamp,Milliseconds,Millibars
2020-06-22 11:58:50,1,1020.8938
2020-06-22 11:58:50,101,1020.886
2020-06-22 11:58:50,201,1020.8845
2020-06-22 11:58:50,301,1020.88257
2020-06-22 11:58:50,401,1020.88434
2020-06-22 11:58:50,502,1020.88586
2020-06-22 11:58:51,601,1020.8827
2020-06-22 11:58:51,701,1020.8759
2020-06-22 11:58:51,801,1020.8723
2020-06-22 11:58:51,902,1020.87573
2020-06-22 11:58:51,1001,1020.87506
2020-06-22 11:58:51,1101,1020.869
2020-06-22 11:58:51,1202,1020.8665
2020-06-22 11:58:51,1301,1020.8656
2020-06-22 11:58:51,1401,1020.8706
2020-06-22 11:58:51,1502,1020.87726
2020-06-22 11:58:52,1601,1020.8725
2020-06-22 11:58:52,1701,1020.86914
2020-06-22 11:58:52,1802,1020.87317
2020-06-22 11:58:52,1901,1020.8748
2020-06-22 11:58:52,2001,1020.8759
2020-06-22 11:58:52,2102,1020.88074
2020-06-22 11:58:52,2202,1020.88257
2020-06-22 11:58:52,2302,1020.8892
2020-06-22 11:58:52,2402,1020.89014
2020-06-22 11:58:52,2502,1020.8851
2020-06-22 11:58:53,2601,1020.8831
2020-06-22 11:58:53,2702,1020.88324
2020-06-22 11:58:53,2802,1020.88495
2020-06-22 11:58:53,2901,1020.87146
2020-06-22 11:58:53,3002,1020.8697
2020-06-22 11:58:53,3101,1020.8703
2020-06-22 11:58:53,3201,1020.87476
2020-06-22 11:58:53,3302,1020.8806
2020-06-22 11:58:53,3401,1020.8815
2020-06-22 11:58:53,3501,1020.8807
2020-06-22 11:58:54,3602,1020.8873
2020-06-22 11:58:54,3701,1020.883
2020-06-22 11:58:54,3801,1020.88654
2020-06-22 11:58:54,3901,1020.8838
2020-06-22 11:58:54,4002,1020.87805
2020-06-22 11:58:54,4101,1020.8789
2020-06-22 11:58:54,4202,1020.883
2020-06-22 11:58:54,4301,1020.8781
2020-06-22 11:58:54,4401,1020.8778
2020-06-22 11:58:54,4502,1020.877
2020-06-22 11:58:55,4601,1020.86694
2020-06-22 11:58:55,4702,1020.86786
2020-06-22 11:58:55,4801,1020.8687
2020-06-22 11:58:55,4901,1020.8603
2020-06-22 11:58:55,5001,1020.86176
2020-06-22 11:58:55,5101,1020.86865
2020-06-22 11:58:55,5201,1020.8575
2020-06-22 11:58:55,5301,1020.85254
2020-06-22 11:58:55,5402,1020.845
2020-06-22 11:58:55,5501,1020.8505
2020-06-22 11:58:56,5601,1020.8516
2020-06-22 11:58:56,5702,1020.84155
2020-06-22 11:58:56,5801,1020.83966
2020-06-22 11:58:56,5901,1020.8321
2020-06-22 11:58:56,6002,1020.83887
2020-06-22 11:58:56,6101,1020.8441
2020-06-22 11:58:56,6201,1020.8421
2020-06-22 11:58:56,6301,1020.8421
2020-06-22 11:58:56,6402,1020.79663
2020-06-22 11:58:56,6501,1020.79663
2020-06-22 11:58:57,6601,1020.81586
2020-06-22 11:58:57,6701,1020.827
2020-06-22 11:58:57,6802,1020.83295
2020-06-22 11:58:57,6901,1020.8279
2020-06-22 11:58:57,7001,1020.8242
2020-06-22 11:58:57,7101,1020.827
2020-06-22 11:58:57,7201,1020.8312
2020-06-22 11:58:57,7302,1020.82874
2020-06-22 11:58:57,7401,1020.8263
2020-06-22 11:58:57,7501,1020.82336
2020-06-22 11:58:58,7601,1020.8193
2020-06-22 11:58:58,7702,1020.8168
2020-06-22 11:58:58,7801,1020.81616
