Timestamp,Milliseconds,Millibars
2020-06-22 11:50:23,1,1020.8361
2020-06-22 11:50:23,101,1020.8335
2020-06-22 11:50:23,200,1020.8411
2020-06-22 11:50:23,300,1020.8346
2020-06-22 11:50:23,400,1020.8386
2020-06-22 11:50:23,500,1020.83936
2020-06-22 11:50:23,600,1020.8413
2020-06-22 11:50:23,700,1020.8421
2020-06-22 11:50:24,801,1020.83527
2020-06-22 11:50:24,900,1020.8318
2020-06-22 11:50:24,1000,1020.8346
2020-06-22 11:50:24,1100,1020.8344
2020-06-22 11:50:24,1200,1020.83124
2020-06-22 11:50:24,1300,1020.8312
2020-06-22 11:50:24,1400,1020.83514
2020-06-22 11:50:24,1501,1020.8319
2020-06-22 11:50:24,1600,1020.8255
2020-06-22 11:50:24,1700,1020.8278
2020-06-22 11:50:25,1800,1020.83405
2020-06-22 11:50:25,1901,1020.82434
2020-06-22 11:50:25,2000,1020.8306
2020-06-22 11:50:25,2100,1020.8315
2020-06-22 11:50:25,2200,1020.8313
2020-06-22 11:50:25,2301,1020.829
2020-06-22 11:50:25,2400,1020.8129
2020-06-22 11:50:25,2500,1020.8078
2020-06-22 11:50:25,2601,1020.79944
2020-06-22 11:50:25,2700,1020.7916
2020-06-22 11:50:26,2800,1020.7925
2020-06-22 11:50:26,2901,1020.79156
2020-06-22 11:50:26,3000,1020.791
2020-06-22 11:50:26,3100,1020.7782
2020-06-22 11:50:26,3201,1020.77734
2020-06-22 11:50:26,3300,1020.77466
2020-06-22 11:50:26,3400,1020.77545
2020-06-22 11:50:26,3501,1020.7755
2020-06-22 11:50:26,3600,1020.768
2020-06-22 11:50:26,3700,1020.77637
2020-06-22 11:50:27,3800,1020.7824
2020-06-22 11:50:27,3901,1020.77905
2020-06-22 11:50:27,4000,1020.7789
2020-06-22 11:50:27,4100,1020.7791
2020-06-22 11:50:27,4200,1020.7791
2020-06-22 11:50:27,4301,1020.77625
2020-06-22 11:50:27,4400,1020.77136
2020-06-22 11:50:27,4500,1020.7738
2020-06-22 11:50:27,4601,1020.774
2020-06-22 11:50:27,4701,1020.77026
2020-06-22 11:50:28,4801,1020.7705
2020-06-22 11:50:28,4901,1020.7864
2020-06-22 11:50:28,5000,1020.7923
2020-06-22 11:50:28,5101,1020.7941
2020-06-22 11:50:28,5200,1020.7939
2020-06-22 11:50:28,5301,1020.7923
2020-06-22 11:50:28,5400,1020.7892
2020-06-22 11:50:28,5500,1020.79315
2020-06-22 11:50:28,5600,1020.7897
2020-06-22 11:50:28,5701,1020.7874
2020-06-22 11:50:29,5800,1020.7838
2020-06-22 11:50:29,5901,1020.7831
2020-06-22 11:50:29,6000,1020.7811
2020-06-22 11:50:29,6100,1020.7786
2020-06-22 11:50:29,6200,1020.7895
2020-06-22 11:50:29,6300,1020.7898
2020-06-22 11:50:29,6401,1020.78827
2020-06-22 11:50:29,6500,1020.7838
2020-06-22 11:50:29,6600,1020.7889
2020-06-22 11:50:29,6700,1020.7921
2020-06-22 11:50:30,6801,1020.80164
2020-06-22 11:50:30,6900,1020.80054
2020-06-22 11:50:30,7000,1020.80585
2020-06-22 11:50:30,7100,1020.80164
2020-06-22 11:50:30,7201,1020.7955
2020-06-22 11:50:30,7300,1020.7973
2020-06-22 11:50:30,7401,1020.8009
2020-06-22 11:50:30,7500,1020.7989
2020-06-22 11:50:30,7601,1020.79614
2020-06-22 11:50:30,7700,1020.79144
2020-06-22 11:50:31,7800,1020.7906
2020-06-22 11:50:31,7901,1020.7906
2020-06-22 11:50:31,8000,1020.792
2020-06-22 11:50:31,8100,1020.799
2020-06-22 11:50:31,8200,1020.80133
2020-06-22 11:50:31,8301,1020.8058
2020-06-22 11:50:31,8400,1020.8148
2020-06-22 11:50:31,8500,1020.8166
2020-06-22 11:50:31,8601,1020.81396
2020-06-22 11:50:31,8700,1020.8099
2020-06-22 11:50:32,8800,1020.8123
2020-06-22 11:50:32,8901,1020.816
2020-06-22 11:50:32,9000,1020.8134
2020-06-22 11:50:32,9100,1020.8139
2020-06-22 11:50:32,9200,1020.81055
2020-06-22 11:50:32,9301,1020.81824
2020-06-22 11:50:32,9400,1020.8175
2020-06-22 11:50:32,9500,1020.8173
2020-06-22 11:50:32,9602,1020.8166
2020-06-22 11:50:32,9700,1020.814
2020-06-22 11:50:33,9800,1020.809
2020-06-22 11:50:33,9901,1020.80817
2020-06-22 11:50:33,10000,1020.8054
2020-06-22 11:50:33,10100,1020.8064
2020-06-22 11:50:33,10200,1020.8048
2020-06-22 11:50:33,10300,1020.8048
2020-06-22 11:50:33,10401,1020.80475
2020-06-22 11:50:33,10500,1020.80804
2020-06-22 11:50:33,10600,1020.8072
2020-06-22 11:50:33,10701,1020.80646
2020-06-22 11:50:34,10800,1020.8031
2020-06-22 11:50:34,10900,1020.79895
2020-06-22 11:50:34,11000,1020.8012
2020-06-22 11:50:34,11101,1020.80206
2020-06-22 11:50:34,11200,1020.8083
2020-06-22 11:50:34,11300,1020.8115
2020-06-22 11:50:34,11400,1020.80646
2020-06-22 11:50:34,11501,1020.8049
2020-06-22 11:50:34,11600,1020.7963
2020-06-22 11:50:34,11701,1020.7989
2020-06-22 11:50:35,11800,1020.7869
2020-06-22 11:50:35,11901,1020.79193
2020-06-22 11:50:35,12001,1020.79706
2020-06-22 11:50:35,12100,1020.7988
2020-06-22 11:50:35,12201,1020.80383
2020-06-22 11:50:35,12300,1020.8156
2020-06-22 11:50:35,12400,1020.8104
2020-06-22 11:50:35,12500,1020.8104
2020-06-22 11:50:35,12601,1020.80975
2020-06-22 11:50:35,12701,1020.80804
2020-06-22 11:50:36,12800,1020.8054
2020-06-22 11:50:36,12901,1020.8054
2020-06-22 11:50:36,13000,1020.79785
2020-06-22 11:50:36,13100,1020.79956
2020-06-22 11:50:36,13200,1020.8056
2020-06-22 11:50:36,13301,1020.8072
2020-06-22 11:50:36,13400,1020.80896
2020-06-22 11:50:36,13500,1020.81323
2020-06-22 11:50:36,13601,1020.80646
2020-06-22 11:50:36,13700,1020.81506
2020-06-22 11:50:37,13800,1020.81323
2020-06-22 11:50:37,13900,1020.8058
2020-06-22 11:50:37,14001,1020.799
2020-06-22 11:50:37,14100,1020.8023
2020-06-22 11:50:37,14200,1020.8065
2020-06-22 11:50:37,14301,1020.81165
2020-06-22 11:50:37,14400,1020.8161
2020-06-22 11:50:37,14500,1020.8093
2020-06-22 11:50:37,14601,1020.811
2020-06-22 11:50:37,14700,1020.8065
2020-06-22 11:50:38,14800,1020.81683
2020-06-22 11:50:38,14901,1020.8177
2020-06-22 11:50:38,15000,1020.82117
2020-06-22 11:50:38,15101,1020.8228
2020-06-22 11:50:38,15200,1020.831
2020-06-22 11:50:38,15300,1020.82367
2020-06-22 11:50:38,15401,1020.8202
2020-06-22 11:50:38,15500,1020.82196
2020-06-22 11:50:38,15600,1020.8226
2020-06-22 11:50:38,15701,1020.8175
2020-06-22 11:50:39,15800,1020.81586
2020-06-22 11:50:39,15900,1020.81415
2020-06-22 11:50:39,16000,1020.8124
2020-06-22 11:50:39,16101,1020.81067
2020-06-22 11:50:39,16200,1020.82184
2020-06-22 11:50:39,16300,1020.83374
2020-06-22 11:50:39,16400,1020.8361
2020-06-22 11:50:39,16503,1020.83777
2020-06-22 11:50:39,16600,1020.83044
2020-06-22 11:50:39,16700,1020.8313
2020-06-22 11:50:40,16801,1020.83295
2020-06-22 11:50:40,16900,1020.83636
2020-06-22 11:50:40,17000,1020.838
2020-06-22 11:50:40,17101,1020.84656
2020-06-22 11:50:40,17200,1020.8525
2020-06-22 11:50:40,17301,1020.85077
2020-06-22 11:50:40,17400,1020.85754
2020-06-22 11:50:40,17501,1020.86084
2020-06-22 11:50:40,17600,1020.8642
2020-06-22 11:50:40,17700,1020.8642
2020-06-22 11:50:41,17800,1020.8642
2020-06-22 11:50:41,17901,1020.8584
2020-06-22 11:50:41,18000,1020.8676
2020-06-22 11:50:41,18100,1020.8659
2020-06-22 11:50:41,18201,1020.8584
2020-06-22 11:50:41,18300,1020.86255
2020-06-22 11:50:41,18400,1020.8567
2020-06-22 11:50:41,18501,1020.8525
2020-06-22 11:50:41,18600,1020.8558
2020-06-22 11:50:41,18700,1020.855
2020-06-22 11:50:42,18800,1020.86176
2020-06-22 11:50:42,18901,1020.8573
2020-06-22 11:50:42,19001,1020.8669
2020-06-22 11:50:42,19100,1020.87024
2020-06-22 11:50:42,19200,1020.8675
2020-06-22 11:50:42,19301,1020.85657
2020-06-22 11:50:42,19400,1020.8531
2020-06-22 11:50:42,19500,1020.84973
2020-06-22 11:50:42,19601,1020.8539
2020-06-22 11:50:42,19700,1020.86066
2020-06-22 11:50:43,19800,1020.8658
2020-06-22 11:50:43,19901,1020.8684
2020-06-22 11:50:43,20000,1020.8615
2020-06-22 11:50:43,20100,1020.8589
2020-06-22 11:50:43,20200,1020.8674
2020-06-22 11:50:43,20301,1020.8623
2020-06-22 11:50:43,20400,1020.8623
2020-06-22 11:50:43,20500,1020.8623
2020-06-22 11:50:43,20600,1020.86566
2020-06-22 11:50:43,20701,1020.8708
2020-06-22 11:50:44,20800,1020.87683
2020-06-22 11:50:44,20901,1020.87756
2020-06-22 11:50:44,21000,1020.87756
2020-06-22 11:50:44,21100,1020.8715
2020-06-22 11:50:44,21200,1020.8654
2020-06-22 11:50:44,21300,1020.86725
2020-06-22 11:50:44,21401,1020.8654
2020-06-22 11:50:44,21500,1020.86456
2020-06-22 11:50:44,21600,1020.8612
2020-06-22 11:50:44,21700,1020.85443
2020-06-22 11:50:45,21801,1020.8417
2020-06-22 11:50:45,21900,1020.8349
2020-06-22 11:50:45,22000,1020.8292
2020-06-22 11:50:45,22100,1020.8326
2020-06-22 11:50:45,22201,1020.8326
2020-06-22 11:50:45,22300,1020.8284
2020-06-22 11:50:45,22400,1020.8224
2020-06-22 11:50:45,22501,1020.82
2020-06-22 11:50:45,22600,1020.81226
2020-06-22 11:50:45,22700,1020.8072
2020-06-22 11:50:46,22800,1020.81226
2020-06-22 11:50:46,22900,1020.8106
2020-06-22 11:50:46,23001,1020.8157
2020-06-22 11:50:46,23100,1020.8207
2020-06-22 11:50:46,23200,1020.81805
2020-06-22 11:50:46,23301,1020.8224
2020-06-22 11:50:46,23400,1020.82404
2020-06-22 11:50:46,23501,1020.82477
2020-06-22 11:50:46,23601,1020.8192
2020-06-22 11:50:46,23700,1020.8115
2020-06-22 11:50:47,23800,1020.8115
2020-06-22 11:50:47,23901,1020.8166
2020-06-22 11:50:47,24001,1020.8207
2020-06-22 11:50:47,24100,1020.8207
2020-06-22 11:50:47,24200,1020.81824
2020-06-22 11:50:47,24301,1020.8142
2020-06-22 11:50:47,24400,1020.8159
2020-06-22 11:50:47,24500,1020.8166
2020-06-22 11:50:47,24601,1020.81506
2020-06-22 11:50:47,24700,1020.8159
2020-06-22 11:50:48,24801,1020.8175
2020-06-22 11:50:48,24900,1020.8142
2020-06-22 11:50:48,25000,1020.8166
2020-06-22 11:50:48,25100,1020.8209
2020-06-22 11:50:48,25201,1020.8115
2020-06-22 11:50:48,25300,1020.81506
2020-06-22 11:50:48,25401,1020.81506
2020-06-22 11:50:48,25500,1020.8166
2020-06-22 11:50:48,25600,1020.81506
2020-06-22 11:50:48,25701,1020.8166
2020-06-22 11:50:49,25800,1020.82684
2020-06-22 11:50:49,25900,1020.82086
2020-06-22 11:50:49,26000,1020.8165
2020-06-22 11:50:49,26101,1020.8198
2020-06-22 11:50:49,26200,1020.8123
2020-06-22 11:50:49,26300,1020.8132
2020-06-22 11:50:49,26401,1020.8149
2020-06-22 11:50:49,26500,1020.8199
2020-06-22 11:50:49,26600,1020.8191
2020-06-22 11:50:49,26700,1020.81824
2020-06-22 11:50:50,26800,1020.81903
2020-06-22 11:50:50,26901,1020.8199
2020-06-22 11:50:50,27000,1020.81573
2020-06-22 11:50:50,27100,1020.8174
2020-06-22 11:50:50,27200,1020.8149
2020-06-22 11:50:50,27301,1020.8149
2020-06-22 11:50:50,27400,1020.8098
2020-06-22 11:50:50,27500,1020.8081
2020-06-22 11:50:50,27601,1020.81396
2020-06-22 11:50:50,27700,1020.81146
2020-06-22 11:50:51,27800,1020.8149
2020-06-22 11:50:51,27900,1020.8054
2020-06-22 11:50:51,28001,1020.81824
2020-06-22 11:50:51,28100,1020.82
2020-06-22 11:50:51,28201,1020.81714
2020-06-22 11:50:51,28300,1020.819
2020-06-22 11:50:51,28400,1020.81714
2020-06-22 11:50:51,28500,1020.819
2020-06-22 11:50:51,28600,1020.82007
2020-06-22 11:50:51,28700,1020.8268
2020-06-22 11:50:52,28800,1020.82513
2020-06-22 11:50:52,28901,1020.8234
2020-06-22 11:50:52,29000,1020.8285
2020-06-22 11:50:52,29100,1020.8243
2020-06-22 11:50:52,29201,1020.82513
2020-06-22 11:50:52,29300,1020.8243
2020-06-22 11:50:52,29401,1020.8216
2020-06-22 11:50:52,29500,1020.826
2020-06-22 11:50:52,29600,1020.8267
2020-06-22 11:50:52,29701,1020.83435
2020-06-22 11:50:53,29800,1020.83435
2020-06-22 11:50:53,29900,1020.82587
2020-06-22 11:50:53,30001,1020.8308
2020-06-22 11:50:53,30100,1020.8252
2020-06-22 11:50:53,30200,1020.83026
2020-06-22 11:50:53,30300,1020.82263
2020-06-22 11:50:53,30400,1020.8166
2020-06-22 11:50:53,30501,1020.81824
2020-06-22 11:50:53,30600,1020.82
2020-06-22 11:50:53,30700,1020.81726
2020-06-22 11:50:54,30800,1020.8223
2020-06-22 11:50:54,30901,1020.8267
2020-06-22 11:50:54,31000,1020.8284
2020-06-22 11:50:54,31100,1020.83344
2020-06-22 11:50:54,31200,1020.8446
2020-06-22 11:50:54,31301,1020.84296
2020-06-22 11:50:54,31401,1020.83624
2020-06-22 11:50:54,31501,1020.82574
2020-06-22 11:50:54,31601,1020.8292
2020-06-22 11:50:54,31700,1020.8244
2020-06-22 11:50:55,31800,1020.8262
2020-06-22 11:50:55,31900,1020.83374
2020-06-22 11:50:55,32001,1020.83374
2020-06-22 11:50:55,32100,1020.83716
2020-06-22 11:50:55,32200,1020.83716
2020-06-22 11:50:55,32301,1020.83765
2020-06-22 11:50:55,32400,1020.8295
2020-06-22 11:50:55,32501,1020.8267
2020-06-22 11:50:55,32600,1020.8346
2020-06-22 11:50:55,32700,1020.8329
2020-06-22 11:50:56,32800,1020.8329
2020-06-22 11:50:56,32901,1020.8284
2020-06-22 11:50:56,33000,1020.8312
2020-06-22 11:50:56,33100,1020.83716
2020-06-22 11:50:56,33201,1020.8346
2020-06-22 11:50:56,33300,1020.8363
2020-06-22 11:50:56,33401,1020.8259
2020-06-22 11:50:56,33500,1020.8285
2020-06-22 11:50:56,33600,1020.8302
2020-06-22 11:50:56,33701,1020.83356
2020-06-22 11:50:57,33800,1020.83185
