Timestamp,Milliseconds,Latitude,Longitude,Altitude
2020-05-25 16:03:58,0,37.6078227,-0.9926902,67.0
2020-05-25 16:03:58,101,37.6078227,-0.9926902,67.0
2020-05-25 16:03:58,200,37.6078227,-0.9926902,67.0
2020-05-25 16:03:58,300,37.6078227,-0.9926902,67.0
2020-05-25 16:03:58,400,37.6078227,-0.9926902,67.0
2020-05-25 16:03:58,500,37.6078227,-0.9926902,67.0
2020-05-25 16:03:58,600,37.6078227,-0.9926902,67.0
2020-05-25 16:03:58,701,37.6078227,-0.9926902,67.0
2020-05-25 16:03:59,800,37.6078227,-0.9926902,67.0
2020-05-25 16:03:59,900,37.6078227,-0.9926902,67.0
2020-05-25 16:03:59,1000,37.6078227,-0.9926902,67.0
2020-05-25 16:03:59,1100,37.6078227,-0.9926902,67.0
2020-05-25 16:03:59,1200,37.6078227,-0.9926902,67.0
2020-05-25 16:03:59,1300,37.6078227,-0.9926902,67.0
2020-05-25 16:03:59,1401,37.6078227,-0.9926902,67.0
2020-05-25 16:03:59,1500,37.6078227,-0.9926902,67.0
2020-05-25 16:03:59,1600,37.6078227,-0.9926902,67.0
2020-05-25 16:03:59,1700,37.6078227,-0.9926902,67.0
2020-05-25 16:04:00,1800,37.6078227,-0.9926902,67.0
2020-05-25 16:04:00,1901,37.6078227,-0.9926902,67.0
2020-05-25 16:04:00,2000,37.6078227,-0.9926902,67.0
2020-05-25 16:04:00,2101,37.6078227,-0.9926902,67.0
2020-05-25 16:04:00,2200,37.6078227,-0.9926902,67.0
2020-05-25 16:04:00,2300,37.6078227,-0.9926902,67.0
2020-05-25 16:04:00,2401,37.6078227,-0.9926902,67.0
2020-05-25 16:04:00,2500,37.6078227,-0.9926902,67.0
2020-05-25 16:04:00,2600,37.6078227,-0.9926902,67.0
2020-05-25 16:04:00,2701,37.6078227,-0.9926902,67.0
2020-05-25 16:04:01,2801,37.6078227,-0.9926902,67.0
2020-05-25 16:04:01,2900,37.6078227,-0.9926902,67.0
2020-05-25 16:04:01,3000,37.6078227,-0.9926902,67.0
2020-05-25 16:04:01,3100,37.6078227,-0.9926902,67.0
2020-05-25 16:04:01,3201,37.6078227,-0.9926902,67.0
2020-05-25 16:04:01,3300,37.6078227,-0.9926902,67.0
2020-05-25 16:04:01,3400,37.6078227,-0.9926902,67.0
2020-05-25 16:04:01,3501,37.6078227,-0.9926902,67.0
2020-05-25 16:04:01,3600,37.6078227,-0.9926902,67.0
2020-05-25 16:04:01,3701,37.6078227,-0.9926902,67.0
2020-05-25 16:04:02,3800,37.6078227,-0.9926902,67.0
2020-05-25 16:04:02,3901,37.6078227,-0.9926902,67.0
2020-05-25 16:04:02,4000,37.6078227,-0.9926902,67.0
2020-05-25 16:04:02,4100,37.6078969,-0.9926866,66.19999694824219
2020-05-25 16:04:02,4201,37.6078969,-0.9926866,66.19999694824219
