Timestamp,Milliseconds,Millibars
2020-05-25 16:03:58,0,1022.36383
2020-05-25 16:03:58,100,1022.3636
2020-05-25 16:03:58,200,1022.3699
2020-05-25 16:03:58,300,1022.3773
2020-05-25 16:03:58,401,1022.36786
2020-05-25 16:03:58,500,1022.3698
2020-05-25 16:03:58,600,1022.3763
2020-05-25 16:03:58,700,1022.3782
2020-05-25 16:03:59,800,1022.3739
2020-05-25 16:03:59,900,1022.3712
2020-05-25 16:03:59,1001,1022.3654
2020-05-25 16:03:59,1100,1022.3647
2020-05-25 16:03:59,1200,1022.3588
2020-05-25 16:03:59,1300,1022.3603
2020-05-25 16:03:59,1400,1022.3546
2020-05-25 16:03:59,1500,1022.33344
2020-05-25 16:03:59,1600,1022.3343
2020-05-25 16:03:59,1701,1022.33514
2020-05-25 16:04:00,1800,1022.3235
2020-05-25 16:04:00,1900,1022.31964
2020-05-25 16:04:00,2001,1022.3226
2020-05-25 16:04:00,2100,1022.32745
2020-05-25 16:04:00,2201,1022.3224
2020-05-25 16:04:00,2300,1022.3299
2020-05-25 16:04:00,2400,1022.32996
2020-05-25 16:04:00,2501,1022.326
2020-05-25 16:04:00,2601,1022.33594
2020-05-25 16:04:00,2700,1022.3394
2020-05-25 16:04:01,2800,1022.3443
2020-05-25 16:04:01,2900,1022.3496
2020-05-25 16:04:01,3001,1022.34753
2020-05-25 16:04:01,3100,1022.3523
2020-05-25 16:04:01,3201,1022.35187
2020-05-25 16:04:01,3300,1022.352
2020-05-25 16:04:01,3401,1022.3552
2020-05-25 16:04:01,3500,1022.3503
2020-05-25 16:04:01,3600,1022.34753
2020-05-25 16:04:01,3701,1022.3443
2020-05-25 16:04:02,3800,1022.33496
2020-05-25 16:04:02,3900,1022.33563
2020-05-25 16:04:02,4001,1022.3393
2020-05-25 16:04:02,4100,1022.34015
2020-05-25 16:04:02,4200,1022.3377
2020-05-25 16:04:02,4300,1022.32983
2020-05-25 16:04:02,4401,1022.3306
2020-05-25 16:04:02,4500,1022.31946
2020-05-25 16:04:02,4600,1022.3188
2020-05-25 16:04:02,4700,1022.32477
2020-05-25 16:04:03,4800,1022.32794
2020-05-25 16:04:03,4900,1022.2967
2020-05-25 16:04:03,5001,1022.3045
2020-05-25 16:04:03,5100,1022.31934
2020-05-25 16:04:03,5200,1022.3086
2020-05-25 16:04:03,5301,1022.2959
2020-05-25 16:04:03,5400,1022.29333
2020-05-25 16:04:03,5500,1022.3017
2020-05-25 16:04:03,5600,1022.31116
2020-05-25 16:04:03,5701,1022.30176
2020-05-25 16:04:04,5800,1022.2966
2020-05-25 16:04:04,5901,1022.3239
2020-05-25 16:04:04,6000,1022.30865
2020-05-25 16:04:04,6100,1022.30444
2020-05-25 16:04:04,6200,1022.31195
2020-05-25 16:04:04,6300,1022.3151
2020-05-25 16:04:04,6400,1022.32117
2020-05-25 16:04:04,6500,1022.32367
2020-05-25 16:04:04,6600,1022.32294
2020-05-25 16:04:04,6700,1022.3363
2020-05-25 16:04:05,6800,1022.3371
2020-05-25 16:04:05,6900,1022.33887
2020-05-25 16:04:05,7000,1022.3447
2020-05-25 16:04:05,7101,1022.34235
2020-05-25 16:04:05,7200,1022.3449
2020-05-25 16:04:05,7300,1022.3458
2020-05-25 16:04:05,7400,1022.343
2020-05-25 16:04:05,7500,1022.3421
2020-05-25 16:04:05,7600,1022.3432
2020-05-25 16:04:05,7701,1022.338
2020-05-25 16:04:06,7800,1022.338
2020-05-25 16:04:06,7900,1022.33124
2020-05-25 16:04:06,8000,1022.327
2020-05-25 16:04:06,8101,1022.3397
2020-05-25 16:04:06,8200,1022.34045
2020-05-25 16:04:06,8300,1022.33887
2020-05-25 16:04:06,8401,1022.3472
2020-05-25 16:04:06,8500,1022.35156
2020-05-25 16:04:06,8600,1022.3455
2020-05-25 16:04:06,8701,1022.3432
2020-05-25 16:04:07,8800,1022.3507
2020-05-25 16:04:07,8900,1022.3541
2020-05-25 16:04:07,9001,1022.35895
2020-05-25 16:04:07,9100,1022.3523
2020-05-25 16:04:07,9201,1022.34894
2020-05-25 16:04:07,9300,1022.3558
2020-05-25 16:04:07,9400,1022.35297
2020-05-25 16:04:07,9501,1022.35297
2020-05-25 16:04:07,9600,1022.3456
2020-05-25 16:04:07,9700,1022.3445
2020-05-25 16:04:08,9801,1022.3371
2020-05-25 16:04:08,9900,1022.3419
2020-05-25 16:04:08,10000,1022.3429
2020-05-25 16:04:08,10101,1022.3463
2020-05-25 16:04:08,10200,1022.3506
2020-05-25 16:04:08,10300,1022.3498
2020-05-25 16:04:08,10401,1022.3481
2020-05-25 16:04:08,10500,1022.3388
2020-05-25 16:04:08,10600,1022.33795
2020-05-25 16:04:08,10701,1022.3352
2020-05-25 16:04:09,10800,1022.3329
2020-05-25 16:04:09,10900,1022.3235
2020-05-25 16:04:09,11000,1022.3278
2020-05-25 16:04:09,11101,1022.33435
2020-05-25 16:04:09,11200,1022.34106
2020-05-25 16:04:09,11301,1022.3428
2020-05-25 16:04:09,11400,1022.3377
2020-05-25 16:04:09,11501,1022.34216
2020-05-25 16:04:09,11601,1022.34045
2020-05-25 16:04:09,11700,1022.3431
2020-05-25 16:04:10,11800,1022.3431
2020-05-25 16:04:10,11901,1022.33466
2020-05-25 16:04:10,12000,1022.3295
2020-05-25 16:04:10,12100,1022.33795
2020-05-25 16:04:10,12201,1022.3267
2020-05-25 16:04:10,12300,1022.3216
2020-05-25 16:04:10,12400,1022.326
2020-05-25 16:04:10,12500,1022.32434
2020-05-25 16:04:10,12600,1022.32855
2020-05-25 16:04:10,12701,1022.32007
2020-05-25 16:04:11,12800,1022.32007
2020-05-25 16:04:11,12901,1022.32007
2020-05-25 16:04:11,13000,1022.32434
2020-05-25 16:04:11,13100,1022.3048
2020-05-25 16:04:11,13200,1022.30145
2020-05-25 16:04:11,13300,1022.3098
2020-05-25 16:04:11,13400,1022.3184
2020-05-25 16:04:11,13500,1022.3418
2020-05-25 16:04:11,13600,1022.33954
2020-05-25 16:04:11,13700,1022.34015
2020-05-25 16:04:12,13800,1022.33203
2020-05-25 16:04:12,13901,1022.3361
2020-05-25 16:04:12,14000,1022.3361
2020-05-25 16:04:12,14100,1022.33777
2020-05-25 16:04:12,14200,1022.33527
2020-05-25 16:04:12,14300,1022.3302
2020-05-25 16:04:12,14401,1022.33203
2020-05-25 16:04:12,14501,1022.331
2020-05-25 16:04:12,14600,1022.3294
2020-05-25 16:04:12,14700,1022.32855
2020-05-25 16:04:13,14801,1022.33527
2020-05-25 16:04:13,14901,1022.33875
2020-05-25 16:04:13,15000,1022.33624
2020-05-25 16:04:13,15101,1022.3379
2020-05-25 16:04:13,15200,1022.3421
2020-05-25 16:04:13,15301,1022.33875
2020-05-25 16:04:13,15400,1022.33704
2020-05-25 16:04:13,15500,1022.3337
2020-05-25 16:04:13,15601,1022.33527
2020-05-25 16:04:13,15700,1022.33875
2020-05-25 16:04:14,15801,1022.33624
2020-05-25 16:04:14,15901,1022.33624
2020-05-25 16:04:14,16001,1022.33276
2020-05-25 16:04:14,16100,1022.33624
2020-05-25 16:04:14,16201,1022.3279
2020-05-25 16:04:14,16300,1022.33124
2020-05-25 16:04:14,16400,1022.3279
2020-05-25 16:04:14,16501,1022.3244
2020-05-25 16:04:14,16600,1022.3228
2020-05-25 16:04:14,16700,1022.32184
2020-05-25 16:04:15,16801,1022.32007
2020-05-25 16:04:15,16900,1022.32184
2020-05-25 16:04:15,17000,1022.32074
2020-05-25 16:04:15,17101,1022.33093
2020-05-25 16:04:15,17200,1022.336
